fc,fs,sc,ibrain,stage
0.04918,0.41964,-0.37659,1,46
0.80438,1.2091,-0.45985,1,46
0.38911,0.41061,0.010032,1,46
0.36966,0.62072,-0.34426,1,46
0.35476,0.63295,-0.24264,1,46
0.5475,1.1516,-0.64432,1,46
-0.21744,-1.08,0.89724,1,46
-0.44401,0.1742,-0.55631,1,46
0.1223,0.58791,-0.45616,1,46
-0.86992,-1.3276,0.19034,1,46
0.97731,0.85685,0.076082,1,46
0.44281,0.72914,-0.36591,1,46
0.43107,0.6414,-0.17662,1,46
1.4683,1.6707,-0.32533,1,46
0.97908,0.73404,0.10767,1,46
0.57653,0.45147,0.12524,1,46
0.17207,0.48554,-0.31588,1,46
0.27029,0.71994,-0.56253,1,46
0.62242,0.75975,-0.22793,1,46
0.8043,1.0589,-0.22854,1,46
0.86434,1.223,-0.38372,1,46
0.33817,0.48511,-0.14783,1,46
0.45274,0.86024,-0.43818,1,46
1.0492,1.1768,-0.52678,1,46
0.99387,0.8898,0.096931,1,46
0.46511,0.38448,0.11547,1,46
0.049,0.23891,-0.21391,1,46
-0.37957,-0.21211,-0.14966,1,46
0.6992,0.95069,-0.45886,1,46
1.3503,1.052,0.24829,1,46
0.23779,0.21072,0.0052832,1,46
0.65423,0.69981,-0.094458,1,46
0.040149,0.19372,-0.15033,1,46
0.82533,1.8354,-0.97414,1,46
0.8395,0.51474,0.34132,1,46
0.14947,0.20402,-0.06594,1,46
0.37608,0.35914,0.018204,1,46
0.65256,0.65184,0.1813,1,46
0.35862,0.27482,0.1556,1,46
0.75551,0.74885,-0.1162,1,46
0.56749,0.63749,-0.093907,1,46
1.0423,1.0207,-0.17976,1,46
0.69183,0.9006,-0.29016,1,46
0.71452,0.69317,0.062563,1,46
0.37417,0.50154,-0.17808,1,46
0.12228,0.23541,-0.13167,1,46
0.59463,0.83954,-0.37012,1,46
0.59011,0.4196,0.16058,1,46
0.78317,1.3996,-0.77084,1,46
0.46917,0.73675,-0.49963,1,46
0.12773,0.46234,-0.38298,1,46
0.22518,0.40143,-0.20067,1,46
0.60629,0.84605,-0.40765,1,46
0.49139,0.71068,-0.30039,1,46
0.40521,0.65052,-0.25533,1,46
0.33133,0.3732,-0.026772,1,46
0.12757,0.13077,-0.002409,1,46
0.17329,0.14956,0.038834,1,46
0.11295,0.35705,-0.23852,1,46
-0.24303,0.19886,-0.40962,1,46
0.71786,0.78109,-0.2757,1,46
0.59433,0.78856,-0.31895,1,46
0.99014,1.1186,-0.28131,1,46
0.46178,0.49934,-0.11163,1,46
0.63068,0.81105,-0.34128,1,46
0.31338,0.53042,-0.25487,1,46
0.18945,0.32327,-0.10204,1,46
0.39385,0.61794,-0.20402,1,46
0.50256,0.75795,-0.31997,1,46
0.11008,0.26094,-0.16476,1,46
0.31091,0.25083,0.067332,1,46
0.13475,0.084777,0.072644,1,46
0.16042,0.1093,0.072842,1,46
0.29145,0.52791,-0.2482,1,46
0.5713,0.68416,-0.13135,1,46
0.54338,0.70396,-0.25175,1,46
0.58097,0.86166,-0.47811,1,46
0.56469,0.79266,-0.3065,1,46
0.49517,0.73839,-0.25294,1,46
0.32784,0.55495,-0.26427,1,46
1.0103,1.3206,-0.62539,1,46
0.022435,0.41702,-0.43153,1,46
0.4201,0.64929,-0.31863,1,46
0.30292,0.67772,-0.40522,1,46
0.32411,0.49727,-0.20251,1,46
0.69319,0.57899,0.064352,1,46
1.3898,1.6959,-0.30092,1,46
0.79934,1.1478,-0.40821,1,46
0.41942,0.66852,-0.33915,1,46
0.38079,0.27315,0.061745,1,46
-0.04654,0.30412,-0.34335,1,46
-0.32106,-0.25439,-0.030791,1,46
0.63622,0.63168,-0.055084,1,46
0.56901,0.66369,-0.14813,1,46
0.60956,0.61247,0.015928,1,46
0.53285,0.63417,-0.0089838,1,46
0.86184,1.1057,-0.13321,1,46
0.58045,0.6853,-0.23141,1,46
0.24565,0.37896,-0.14397,1,46
0.50505,0.49897,0.067132,1,46
0.22527,0.35986,-0.1349,1,46
0.29354,0.64678,-0.38997,1,46
0.9901,1.1295,-0.53478,1,46
0.26741,0.15303,0.12476,1,46
0.17587,0.15029,0.041857,1,46
0.31569,0.5904,-0.29101,1,46
1.4383,1.8666,-0.56331,1,46
0.72036,1.6471,-1.1974,1,46
0.207,0.62712,-0.53369,1,46
0.33636,0.58416,-0.33083,1,46
0.9375,1.3932,-0.66153,1,46
0.67544,1.1228,-0.42171,1,46
0.35183,0.59134,-0.30105,1,46
1.5347,2.1927,-1.0141,1,46
1.5946,1.9792,-0.70991,1,46
0.81551,0.90039,-0.56465,1,46
0.29198,0.62231,-0.33359,1,46
0.43645,1.1961,-0.90317,1,46
0.7766,1.0559,-0.34987,1,46
0.46896,0.56508,-0.055892,1,46
0.41315,0.5839,-0.15438,1,46
0.65712,0.99475,-0.43746,1,46
0.68582,0.79068,-0.13334,1,46
0.44505,0.62797,-0.23695,1,46
0.20366,0.23078,-0.028803,1,46
0.27813,0.57851,-0.31471,1,46
0.21897,0.10836,0.078751,1,46
0.56955,0.99125,-0.55774,1,46
1.2536,0.93537,-0.023669,1,46
0.41067,0.28987,0.11704,1,46
0.79396,0.83622,-0.14267,1,46
0.66052,0.90209,-0.36153,1,46
0.56806,0.65932,-0.12089,1,46
0.62829,0.8534,-0.36631,1,46
0.46905,0.70149,-0.25744,1,46
0.072233,0.38711,-0.32481,1,46
0.62074,0.59403,0.027224,1,46
0.84296,0.7835,-0.046704,1,46
0.63098,0.94474,-0.41715,1,46
0.1067,0.42221,-0.35375,1,46
0.25776,0.18309,0.11651,1,46
0.020991,0.022392,-0.0018941,1,46
0.76635,0.92698,-0.069509,1,46
1.2572,1.3025,-0.27003,1,46
0.82511,0.89753,-0.187,1,46
0.72824,0.81722,-0.14618,1,46
0.094339,0.18198,-0.082938,1,46
0.23541,0.52036,-0.30286,1,46
0.46927,0.55908,-0.134,1,46
0.65416,0.60533,0.12774,1,46
0.47305,0.67484,-0.24426,1,46
0.46034,0.69566,-0.27861,1,46
0.76048,0.78256,-0.11292,1,46
0.26863,0.1795,0.07866,1,46
0.41674,0.88879,-0.44528,1,46
0.84432,0.82925,0.019347,1,46
0.86051,1.1949,-0.40653,1,46
0.20881,0.6075,-0.41337,1,46
0.034562,0.083292,-0.05249,1,46
0.15234,0.24904,-0.11315,1,46
0.31872,0.4457,-0.11997,1,46
0.69528,0.80942,-0.25887,1,46
0.54487,-0.022058,0.64512,1,46
1.2801,1.4164,-0.30013,1,46
1.285,1.3103,-0.043033,1,46
0.34727,0.50611,-0.22325,1,46
0.47884,0.90698,-0.4779,1,46
0.70638,0.95667,-0.32539,1,46
0.4199,0.7049,-0.33693,1,46
0.96435,0.93449,0.10346,1,46
0.84391,1.1082,-0.33704,1,46
0.9526,1.1771,-0.33471,1,46
0.72959,0.813,-0.073939,1,46
1.4881,1.4849,-0.44705,1,46
0.2179,0.55099,-0.38738,1,46
0.59502,0.757,-0.29781,1,46
0.18661,0.32519,-0.12292,1,46
0.060446,0.46148,-0.41034,1,46
0.44628,0.68065,-0.2427,1,46
0.52949,1.4009,-0.88916,1,46
1.062,1.5862,-0.69734,1,46
1.4575,1.4739,-0.40579,1,46
0.20237,0.36551,-0.16317,1,46
0.43288,0.56172,-0.18822,1,46
0.40255,0.71645,-0.13246,1,46
-0.38848,-0.18682,-0.2089,1,46
0.14515,0.22036,-0.052039,1,46
0.58093,0.9735,-0.54881,1,46
0.42079,0.45062,0.081344,1,46
0.15195,0.30363,-0.16561,1,46
0.67092,0.89293,-0.34339,1,46
0.81309,1.1894,-0.56677,1,46
0.39174,0.69823,-0.33314,1,46
0.28985,0.40635,-0.12524,1,46
1.0168,1.0187,-0.05229,1,46
0.45514,0.54219,-0.12742,1,46
0.75361,0.7815,-0.073833,1,46
0.47306,0.66361,-0.27629,1,46
0.21384,0.12436,0.1357,1,46
0.50244,0.70436,-0.2094,1,46
0.53562,0.53365,-0.049664,1,46
0.14134,0.27522,-0.17321,1,46
0.78528,1.0255,-0.43299,1,46
0.2528,0.44817,-0.19641,1,46
0.31157,0.49422,-0.17866,1,46
0.59444,0.66012,-0.15966,1,46
1.7473,0.8724,0.95072,2,46
0.45458,0.0063112,0.44239,2,46
0.37035,0.073865,0.26924,2,46
0.41304,0.28276,0.12115,2,46
0.57218,0.41357,0.084669,2,46
0.68939,0.14118,0.57071,2,46
2.5881,1.4224,1.0807,2,46
0.66434,0.40775,0.24776,2,46
1.4662,0.83469,0.40963,2,46
0.86352,0.42969,0.42727,2,46
0.15283,-0.20499,0.4001,2,46
1.591,0.72316,0.77773,2,46
2.0543,1.393,0.37506,2,46
2.3683,1.9388,0.55607,2,46
1.1348,0.89363,0.12546,2,46
1.9207,1.0418,0.75639,2,46
2.0369,0.79472,0.97324,2,46
0.89513,0.37211,0.56436,2,46
0.8944,-0.01816,0.80514,2,46
0.7946,0.55168,0.10087,2,46
1.3358,1.0049,0.21704,2,46
0.49095,0.10084,0.34279,2,46
-0.20239,-0.49707,0.25937,2,46
1.038,0.47432,0.59232,2,46
-0.1915,-0.62983,0.76784,2,46
0.81135,-0.09039,0.7502,2,46
2.687,1.4907,0.68098,2,46
1.8943,1.0852,0.52774,2,46
0.15319,0.025242,0.11833,2,46
0.63649,1.027,-0.080918,2,46
1.7195,0.7645,0.804,2,46
1.2211,0.47546,0.74588,2,46
2.113,0.47446,1.2693,2,46
0.96689,0.085091,0.69544,2,46
1.1122,0.55422,0.53149,2,46
1.0302,0.2776,0.75612,2,46
1.598,0.62347,0.69481,2,46
1.0397,-0.27922,1.3156,2,46
1.174,0.61396,0.66425,2,46
0.63159,0.52804,0.0074473,2,46
1.3425,0.58199,0.65607,2,46
0.35851,-1.162,1.2305,2,46
1.8539,1.4927,0.34035,2,46
0.80332,0.25979,0.54339,2,46
1.0307,0.689,0.32297,2,46
0.47101,0.25142,0.19115,2,46
1.9325,1.1255,0.79675,2,46
1.894,1.1269,0.36715,2,46
1.9189,0.91998,0.25683,2,46
1.77,0.96168,0.38688,2,46
1.7084,0.88179,0.75514,2,46
1.4065,0.63834,0.47822,2,46
1.2919,0.87315,0.40933,2,46
2.1507,1.5073,0.56334,2,46
3.159,2.1345,0.63996,2,46
2.3395,1.157,0.82903,2,46
2.6062,1.4394,0.88391,2,46
2.6551,1.2178,0.94475,2,46
0.99093,0.58266,0.36036,2,46
0.27165,0.093018,0.19345,2,46
0.81799,0.58505,0.28801,2,46
0.41943,0.14556,0.26607,2,46
0.92675,0.63795,0.34486,2,46
1.2954,0.62988,0.45526,2,46
0.84518,-0.0082761,0.81132,2,46
0.90183,0.13652,0.73166,2,46
0.93439,0.37705,0.4091,2,46
1.269,0.7027,0.53306,2,46
1.0477,0.30564,0.70291,2,46
1.6498,1.015,0.22162,2,46
1.0915,0.69566,0.45543,2,46
1.7241,1.0381,0.63989,2,46
0.45365,0.15469,0.29225,2,46
0.82247,0.34708,0.43809,2,46
0.61269,-0.14783,0.71303,2,46
0.65656,0.3066,0.35648,2,46
1.1779,0.52745,0.62966,2,46
0.81973,0.49969,0.38246,2,46
1.0119,0.50609,0.50736,2,46
2.1501,0.9536,0.99849,2,46
0.88462,0.29463,0.643,2,46
1.3659,1.0793,0.25618,2,46
1.8305,0.87247,0.66673,2,46
1.5578,0.898,0.085426,2,46
1.3388,0.84991,0.49263,2,46
0.66938,0.1238,0.43736,2,46
1.5857,0.87524,0.72933,2,46
1.4753,0.79859,0.6942,2,46
1.2842,0.47989,0.53954,2,46
0.79829,-0.072851,0.8104,2,46
1.3352,0.76731,0.35868,2,46
0.82719,0.35854,0.42607,2,46
0.61634,0.10745,0.52302,2,46
1.1759,-0.42109,1.4586,2,46
1.3514,0.33075,0.94029,2,46
0.591,-0.15238,0.77776,2,46
0.47272,-0.45024,0.95538,2,46
1.3722,0.38761,0.9725,2,46
0.9604,0.26688,0.57604,2,46
0.89968,0.46765,0.39293,2,46
0.62086,0.050168,0.65163,2,46
0.34495,-0.32117,0.63404,2,46
0.97339,0.45734,0.39091,2,46
2.2456,1.7468,0.62528,2,46
1.0071,0.10748,0.80785,2,46
0.57602,0.12147,0.41207,2,46
0.6415,0.035244,0.53591,2,46
1.0224,0.51156,0.45404,2,46
0.80863,0.27557,0.51085,2,46
1.6362,0.21919,1.1559,2,46
1.4674,0.65447,0.65886,2,46
1.2604,0.3222,0.87535,2,46
1.1741,0.60134,0.41569,2,46
1.5955,1.0915,0.30848,2,46
1.2549,0.72201,0.47744,3,46
3.0122,4.567,-0.92397,3,46
1.5438,1.3339,0.25628,3,46
3.1406,2.4232,0.85187,3,46
0.45405,0.16498,0.37819,3,46
1.2657,1.5528,-0.26436,3,46
1.4573,1.3348,0.23282,3,46
0.39964,-0.097607,0.56136,3,46
0.57044,0.44922,-0.033396,3,46
0.98558,0.93539,-0.068399,3,46
0.16032,0.21585,-0.028806,3,46
0.4305,0.058355,0.41329,3,46
0.73261,0.52853,0.20575,3,46
1.2214,1.1496,-0.22494,3,46
1.407,1.3954,0.0030551,3,46
1.636,1.5365,-0.26936,3,46
0.78139,0.46161,0.16144,3,46
0.51766,0.4004,0.0034869,3,46
0.17373,-0.085875,0.23753,3,46
0.6065,0.2508,0.37992,3,46
0.64772,0.28964,0.32082,3,46
0.5286,0.20415,0.27199,3,46
0.84923,0.46166,0.41395,3,46
0.22564,0.033943,0.1481,3,46
0.96159,0.97505,0.023708,3,46
0.7308,0.4677,0.36285,3,46
0.49182,0.28602,0.27019,3,46
1.4656,1.185,-0.025036,3,46
1.3371,1.1703,0.37033,3,46
2.9624,2.081,0.20202,3,46
1.6502,2.093,-0.027659,3,46
2.1382,1.3247,0.48438,3,46
2.165,1.5092,0.51925,3,46
0.77493,0.49009,0.32492,3,46
0.93358,0.42342,0.49127,3,46
1.3546,0.06566,1.0484,3,46
2.1446,1.4561,0.50225,3,46
1.8415,1.2682,0.48909,3,46
1.3565,1.0262,0.507,3,46
0.63521,0.21578,0.27947,3,46
1.0801,0.67277,0.28751,3,46
0.8022,0.61222,0.28957,3,46
0.74427,0.2716,0.60608,3,46
0.35875,0.19657,0.18408,3,46
0.49927,0.12891,0.33284,3,46
0.64484,0.34676,0.19029,3,46
0.4652,0.45522,-0.057192,3,46
0.88174,0.52446,0.27566,3,46
0.88809,0.49703,0.27847,3,46
0.62447,0.67795,-0.19584,3,46
0.64292,0.32328,0.25893,3,46
1.5793,0.98919,0.22339,3,46
0.41719,0.051353,0.35483,3,46
1.2164,0.69922,0.26908,3,46
0.74704,0.51042,0.17495,3,46
0.82244,0.19204,0.63036,3,46
0.68098,0.13706,0.55949,3,46
0.66916,0.10304,0.60014,3,46
0.64332,0.11042,0.55444,3,46
0.12232,0.023334,0.086516,3,46
0.090205,-0.10828,0.27257,3,46
0.77504,0.74753,0.067874,3,46
0.79483,0.39972,0.34192,3,46
0.83197,0.59971,0.23583,3,46
0.41155,0.19864,0.21487,3,46
0.68334,0.29184,0.21153,3,46
0.59828,0.56188,0.085417,3,46
0.78393,0.37574,0.39662,3,46
1.2019,1.3835,-0.37417,3,46
1.1889,1.0226,0.064594,3,46
0.31005,0.1847,0.097591,3,46
0.81753,0.12547,0.71695,3,46
1.1687,1.1227,0.13316,3,46
0.3503,0.26417,0.038266,3,46
0.61426,0.43574,0.023737,3,46
0.25997,-0.0362,0.28733,3,46
0.23872,-0.024608,0.24126,3,46
0.3073,0.45016,-0.15933,3,46
0.44041,0.016576,0.3988,3,46
0.27953,-0.52578,0.70159,3,46
1.3805,1.1187,0.14977,3,46
0.59676,0.22959,0.37879,3,46
0.36194,0.12327,0.20858,3,46
0.13061,-0.16953,0.34051,3,46
0.27018,0.21506,0.0043678,3,46
0.61634,0.027856,0.51129,3,46
0.80929,0.63905,0.012205,3,46
0.43865,0.057174,0.40872,3,46
0.15712,-0.21243,0.39078,3,46
0.75365,0.5414,0.1865,3,46
0.79685,0.52817,0.10397,3,46
0.47073,0.28291,0.16605,3,46
0.40035,0.22429,0.057958,3,46
0.85554,0.19006,0.72905,3,46
0.90919,0.5022,0.47165,3,46
0.85796,0.34065,0.59159,3,46
0.15493,0.15444,-0.02584,3,46
0.54237,0.26921,0.20681,3,46
0.41928,0.32692,-0.0046691,3,46
0.58171,0.10236,0.48103,3,46
0.51544,0.13997,0.42289,3,46
0.91174,0.59492,0.25393,3,46
0.49192,0.553,-0.16985,3,46
0.65075,0.4006,0.22063,3,46
1.0557,0.53405,0.50682,3,46
0.9117,0.48997,0.35014,3,46
0.89655,0.35799,0.4563,3,46
0.33311,-0.049123,0.43221,3,46
0.10265,0.14162,-0.053782,3,46
0.22144,-0.0080413,0.2541,3,46
0.87513,0.64466,0.38582,3,46
0.56156,0.11745,0.48582,3,46
0.63095,0.35029,0.26997,3,46
1.2747,1.1674,0.20062,3,46
1.7139,1.3255,0.48463,3,46
0.64987,0.1969,0.36746,3,46
0.28269,0.13464,0.11225,3,46
0.32914,-0.18244,0.53437,3,46
0.65943,0.75147,-0.21633,3,46
0.65404,0.2837,0.28275,3,46
0.88937,0.691,0.28423,3,46
0.92763,0.55476,0.15586,3,46
0.82347,0.53732,0.16886,3,46
1.1087,0.76598,0.22434,3,46
1.1588,1.3009,-0.51813,3,46
0.09949,0.10065,-0.016447,3,46
0.54386,0.092561,0.48151,3,46
1.1102,0.6731,0.56862,3,46
0.52915,0.29062,0.15976,3,46
0.085946,-0.27629,0.39996,3,46
0.6587,0.22474,0.45791,3,46
0.41449,0.013857,0.41491,3,46
1.8875,2.5023,0.12615,3,46
0.81336,0.35829,0.28261,3,46
0.49386,0.63657,-0.29632,3,46
0.32099,-0.10168,0.39557,3,46
0.30525,0.1912,0.072226,3,46
1.1055,0.76837,-0.0091065,3,46
0.31731,0.072022,0.26355,3,46
0.44027,0.012027,0.43262,3,46
0.027274,0.13209,-0.10845,3,46
-0.019466,0.018125,-0.040879,4,46
0.62718,0.93918,-0.28845,4,46
0.21411,0.55866,-0.30217,4,46
-0.25974,-0.38112,0.087412,4,46
0.063918,-0.24691,0.30176,4,46
-0.015629,0.13719,-0.15407,4,46
0.29656,0.144,0.16055,4,46
0.76967,0.078647,0.66778,4,46
0.38066,0.20667,0.14456,4,46
0.33583,-0.18329,0.50193,4,46
0.67954,0.65362,0.10027,4,46
0.43163,0.023668,0.39539,4,46
0.071845,-0.15659,0.23654,4,46
0.32179,0.20513,0.10344,4,46
0.35517,0.21496,0.13176,4,46
0.58373,0.31168,0.1928,4,46
1.0709,1.1106,0.23869,4,46
0.48506,0.28653,0.26113,4,46
0.16328,-0.054681,0.2828,4,46
0.20121,-0.11708,0.30659,4,46
0.035687,-0.0038103,0.038046,4,46
0.1571,-0.01197,0.19036,4,46
1.033,0.49045,0.64432,4,46
1.0782,0.76958,0.14984,4,46
-0.07357,-0.39583,0.27631,4,46
0.0032037,-0.12561,0.1048,4,46
-0.34773,-0.37137,0.0026592,4,46
0.30231,-0.047152,0.35596,4,46
0.29544,0.05812,0.20763,4,46
0.23142,0.19708,0.05423,4,46
0.19992,0.083632,0.12263,4,46
0.5279,0.17712,0.32182,4,46
0.19885,-0.027435,0.21515,4,46
0.74143,0.80442,-0.072488,4,46
0.27111,0.17218,0.13703,4,46
0.385,0.19954,0.17257,4,46
0.54105,0.18408,0.37763,4,46
0.13871,0.10494,0.026733,4,46
0.017448,0.032382,-0.016074,4,46
-0.12292,-0.22799,0.12554,4,46
0.4932,0.050435,0.36701,4,46
-0.13027,-0.44315,0.32738,4,46
1.2372,0.77499,0.36564,4,46
0.10769,-0.072145,0.20861,4,46
0.1183,-0.13873,0.25189,4,46
-0.25562,-0.19014,-0.036971,4,46
0.24571,-0.040793,0.26144,4,46
-0.2598,-0.39182,0.20523,4,46
-0.24214,-0.080541,-0.15923,4,46
0.4069,-0.11986,0.49147,4,46
1.4647,0.49634,0.76229,4,46
0.10322,-0.10267,0.19447,4,46
0.26529,0.12765,0.12979,4,46
0.42887,0.309,0.19535,4,46
0.21675,0.3229,-0.071215,4,46
0.40393,0.13928,0.23768,4,46
0.088695,-0.25616,0.27471,4,46
0.32667,0.26091,0.012344,4,46
0.2471,0.35083,-0.092093,4,46
0.95811,0.75395,0.012498,4,46
0.76032,0.38456,0.43598,4,46
-0.029086,-0.37352,0.3171,4,46
0.071778,-0.29594,0.35668,4,46
0.0044799,-0.34242,0.30981,4,46
0.34833,0.055777,0.29528,4,46
0.49457,0.078988,0.40767,4,46
0.17274,-0.32808,0.446,4,46
0.20206,0.10093,0.077958,4,46
-0.22229,-0.17749,-0.041463,4,46
-0.067531,-0.067293,0.0028681,4,46
0.025137,-0.92639,0.83509,4,46
0.71189,0.13014,0.59791,4,46
0.34556,0.03031,0.31227,4,46
0.9588,0.3692,0.59871,4,46
0.055599,-0.38647,0.55767,4,46
0.67068,0.34495,0.2239,4,46
-0.089723,-0.29784,0.19621,4,46
0.38557,0.28559,0.13096,4,46
0.4472,0.37227,0.002633,4,46
0.075079,0.17477,-0.10658,4,46
0.25132,0.0021254,0.2362,4,46
0.30742,0.10439,0.23235,4,46
0.21988,0.027745,0.17623,4,46
0.41009,0.32184,0.19185,4,46
0.49169,-0.024179,0.45206,4,46
0.43548,-0.15919,0.5649,4,46
0.10868,-0.18899,0.35227,4,46
-0.11799,-0.33226,0.21193,4,46
0.088138,-0.099122,0.21366,4,46
0.57934,-0.13858,0.79581,4,46
0.51284,0.082301,0.40891,4,46
0.33303,0.25874,0.10234,4,46
0.88123,0.4973,0.32347,4,46
0.040392,-0.03219,0.073637,4,46
0.22758,0.16215,0.089261,4,46
1.6332,2.7992,-0.46863,5,46
1.5501,2.3855,-0.88104,5,46
2.3158,2.4953,-0.33717,5,46
1.8716,2.777,-0.16168,5,46
1.9656,2.5759,-0.13708,5,46
2.1469,2.376,-0.15868,5,46
1.4948,3.3587,-0.93926,5,46
2.2834,2.6029,-0.23105,5,46
1.4182,1.2572,-0.016086,5,46
1.4457,1.4429,-0.053836,5,46
1.3556,1.308,-0.14683,5,46
1.6804,2.1595,-0.37715,5,46
1.6513,1.3712,0.32322,5,46
1.2694,1.3124,-0.32127,5,46
1.3641,1.3887,-0.2671,5,46
1.2962,1.3165,0.16628,5,46
0.55865,0.36609,0.20363,5,46
2.4167,1.6607,0.36302,5,46
1.4495,1.5858,-0.28073,5,46
1.007,0.88846,-0.071656,5,46
1.0779,1.2088,-0.42869,5,46
0.6624,0.93758,-0.4122,5,46
0.26059,-0.14385,0.39426,5,46
0.9383,0.89903,-0.19375,5,46
1.126,1.1409,0.10943,5,46
0.77118,0.86917,-0.25825,5,46
1.0531,0.91624,0.024432,5,46
0.76284,0.57302,0.20654,5,46
2.1101,2.0981,-0.085028,5,46
1.2468,1.0246,0.19142,5,46
0.56491,0.51417,-0.015675,5,46
0.90305,0.68255,0.20526,5,46
0.9478,0.87622,-0.014509,5,46
0.96033,2.1006,-0.948,5,46
1.696,3.0078,-0.585,5,46
1.3435,1.652,-0.49885,5,46
1.4447,1.2524,0.11623,5,46
1.116,1.4524,-0.38438,5,46
0.75788,0.72277,0.00047629,5,46
0.73122,0.96976,-0.3325,5,46
0.7432,0.78859,-0.22503,5,46
1.1644,0.98435,0.14641,5,46
0.96166,0.91683,-0.099563,5,46
1.0663,1.0092,-0.070489,5,46
1.4971,0.95283,0.38906,5,46
1.1106,1.4882,-0.10783,5,46
1.2044,2.291,-0.83713,5,46
0.66409,0.56558,0.16338,5,46
0.9907,0.70291,0.26966,5,46
2.0739,2.412,-0.45338,5,46
2.3254,2.1861,-0.080685,5,46
1.4103,1.3897,-0.21689,5,46
0.92447,0.71161,0.27909,5,46
0.27767,0.64805,-0.37984,5,46
1.6871,1.7247,-0.027985,5,46
2.6685,1.9529,0.90464,5,46
1.207,0.54558,0.77305,5,46
1.201,1.4431,-0.36629,5,46
1.3103,1.4022,-0.35802,5,46
0.98005,1.1172,-0.27249,5,46
2.1412,2.2519,-0.21471,5,46
2.5418,2.4194,0.20003,5,46
2.8817,3.9274,-0.50817,5,46
1.1532,1.0041,-0.17078,5,46
0.86914,1.3465,-0.52551,5,46
0.99957,2.12,-0.98406,5,46
1.1836,1.6843,-0.43406,5,46
0.85858,0.84053,0.0096382,5,46
1.6354,1.6813,0.033542,5,46
1.3161,1.5057,-0.25434,5,46
0.68015,0.94918,-0.24093,5,46
1.2603,3.4891,-1.0613,5,46
1.304,1.5929,-0.3012,5,46
1.0028,0.76362,0.22432,5,46
0.8966,0.61584,0.26244,5,46
1.0281,0.98108,-0.17392,5,46
1.5262,1.4945,-0.16369,5,46
2.6325,3.696,-0.33639,5,46
1.7439,2.4684,-0.67598,5,46
2.1784,2.4964,-0.31717,5,46
1.2813,1.5885,-0.38431,5,46
1.1256,1.2299,-0.006869,5,46
1.5396,1.4104,-0.011321,5,46
2.4348,3.1068,-0.14216,5,46
1.7629,1.3931,-0.052849,5,46
1.7074,1.5327,0.11119,5,46
2.1925,2.4451,0.0062625,5,46
1.7925,1.808,-0.52595,5,46
1.6082,1.3037,-0.19014,5,46
1.2379,0.96967,0.28999,5,46
0.83419,0.73325,0.073281,5,46
0.9174,0.92502,-0.04534,5,46
1.4487,1.3265,0.11171,5,46
2.2229,2.5861,-0.025526,5,46
2.3265,2.0597,0.22981,6,46
0.81363,0.8155,0.010479,6,46
1.6303,1.3817,-0.028256,6,46
0.87164,0.82329,0.01774,6,46
-0.31221,-0.81552,0.72257,6,46
0.57939,0.45377,0.16368,6,46
0.27216,-0.58539,0.78904,6,46
2.4374,2.1518,-0.15494,6,46
0.58889,0.91831,-0.37965,6,46
1.1739,1.059,-0.042492,6,46
1.5346,1.3713,0.26383,6,46
1.0746,1.3275,-0.35377,6,46
0.62766,0.86169,-0.1699,6,46
0.66241,0.50137,0.18951,6,46
-0.067224,-0.18551,0.1107,6,46
0.27934,0.70129,-0.55855,6,46
0.79883,0.68423,0.16381,6,46
0.70325,1.0096,-0.41142,6,46
0.82141,0.95768,-0.14086,6,46
0.81227,0.93424,0.0066945,6,46
0.41786,0.63677,-0.12382,6,46
1.2173,1.5471,-0.4118,6,46
0.49581,0.7584,-0.43174,6,46
0.22927,0.69315,-0.55609,6,46
0.96203,1.2018,-0.3827,6,46
0.72547,0.93495,-0.13406,6,46
1.1821,1.6193,-0.34296,6,46
1.1438,1.3696,-0.26789,6,46
2.2141,2.6645,-0.53926,6,46
1.7948,2.3765,-0.57722,6,46
1.08,1.7502,-0.71723,6,46
1.3441,1.3025,-0.39685,6,46
0.50755,0.88222,-0.34857,6,46
0.31255,0.82199,-0.65743,6,46
0.64825,1.5609,-0.79279,6,46
0.99224,1.8744,-0.83609,6,46
0.71495,0.36215,0.28495,6,46
0.17249,0.85776,-0.63838,6,46
0.77141,1.1893,-0.35015,6,46
1.0231,2.4693,-1.2554,6,46
0.82607,1.3058,-0.44443,6,46
0.77969,1.1846,-0.36259,6,46
0.63406,0.97132,-0.42528,6,46
1.2481,1.8735,-0.76207,6,46
0.90445,1.1517,-0.502,6,46
-0.23668,0.24067,-0.47264,6,46
0.12918,0.59479,-0.54381,6,46
0.42305,0.72409,-0.43914,6,46
0.65798,0.63096,0.042071,6,46
0.043033,0.44575,-0.45571,6,46
0.57227,0.37177,0.20228,6,46
0.10502,0.36845,-0.29953,6,46
0.20351,0.42,-0.24553,6,46
0.2834,0.76862,-0.52244,6,46
0.3875,0.74896,-0.28907,6,46
0.55562,0.92775,-0.43936,6,46
0.73147,0.86902,-0.29702,6,46
0.30537,0.61071,-0.40515,6,46
0.40311,0.41582,-0.00024241,6,46
0.23601,0.54504,-0.43663,6,46
0.38799,0.090207,0.32897,6,46
0.33664,0.40422,-0.12806,6,46
0.25589,0.15658,0.1274,6,46
-0.017988,0.46195,-0.49822,6,46
-0.0077277,0.40504,-0.45908,6,46
